facility_id,accounting_month,snapshot_date,snapshot_day,service_line_group,generic_payer_group,encounter_class_group,month_to_date_encounters,month_to_date_discharges,month_to_date_average_daily_census,month_to_date_occupancy_rate,month_to_date_case_mix_index,month_to_date_length_of_stay,month_to_date_observation_rate,month_to_date_surgeries_inpatient,month_to_date_surgeries_outpatient,month_to_date_cath_lab_procedures,month_to_date_imaging_procedures,month_to_date_inpatient_volume,month_to_date_outpatient_volume,month_to_date_gross_charges,month_to_date_gross_charges_inpatient,month_to_date_gross_charges_outpatient,month_to_date_payments,month_to_date_denials,month_to_date_contractual_adjustments,month_to_date_bad_debt,month_to_date_charity_care,days_elapsed,business_days_elapsed,remaining_days,prior_month_net_revenue,prior_year_same_month_net_revenue,rolling_3_month_net_revenue,rolling_6_month_net_revenue,rolling_12_month_net_revenue,historical_collection_rate,historical_denial_rate,historical_adjustment_rate,historical_payer_mix,historical_charge_lag_rate,month,quarter,month_sin,month_cos,actual_month_end_net_revenue
FAC-001,2023-03,2023-03-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,242.39,0.6641,1.2025,5.582,0.1763,59.75,46.11,34.57,478.32,497.95,384.27,9227472.48,5208222.82,4019249.66,2696927.47,,4937833.36,179138.61,,21.0,15.0,10.0,5633998.782961554,,5520701.51789766,5520701.51789766,5520701.51789766,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5986808.46
FAC-001,2023-03,2023-03-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,269.05,0.7371,1.2025,5.054,0.175,67.56,52.14,42.76,551.16,563.04,434.5,10433628.03,5889008.04,4544620.0,3485199.01,511308.06,5610442.94,230872.22,138632.58,24.0,18.0,7.0,5633998.782961554,,5520701.51789766,5520701.51789766,5520701.51789766,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5986808.46
FAC-001,2023-03,2023-03-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,254.58,0.6975,1.2025,4.641,0.1839,75.3,58.11,45.28,602.69,627.48,484.23,11627749.59,6563000.96,5064748.63,4131689.82,551146.39,6295365.22,214427.74,181921.4,27.0,19.0,4.0,5633998.782961554,,5520701.51789766,5520701.51789766,5520701.51789766,0.4534,0.0475,0.5451,0.6164,0.1466,3,1,0.866025,0.5,5986808.46
FAC-001,2023-04,2023-04-07,7,acute_inpatient,commercial,inpatient,330.92,65.37,238.4,0.6532,1.2025,4.093,0.1868,22.41,17.3,13.83,175.46,186.78,144.14,3361877.47,1897530.12,1464347.35,271499.0,157337.75,1901222.58,54923.62,48735.76,7.0,5.0,23.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-10,10,acute_inpatient,commercial,inpatient,459.45,90.76,253.08,0.6934,1.2025,4.781,0.1565,31.12,24.01,18.1,253.95,259.32,200.12,4667579.07,2634501.69,2033077.38,775233.37,188982.64,2489096.52,115946.54,73058.47,10.0,6.0,20.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-12,12,acute_inpatient,commercial,inpatient,543.35,107.34,261.79,0.7172,1.2025,5.482,0.1626,36.8,28.4,20.77,318.8,306.68,236.67,5519991.77,3115625.34,2404366.43,1182947.33,272763.24,3050565.23,117778.14,77100.16,12.0,8.0,18.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-15,15,acute_inpatient,commercial,inpatient,667.18,131.8,261.31,0.7159,1.2025,5.175,0.1689,45.19,34.87,25.43,358.72,376.57,290.6,6777907.57,3825625.38,2952282.2,1747640.67,344796.65,3629399.98,155282.48,103005.41,15.0,10.0,15.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-18,18,acute_inpatient,commercial,inpatient,789.02,155.87,243.71,0.6677,1.2025,3.899,0.1552,53.44,41.24,30.26,439.33,445.34,343.68,8015717.24,4524276.99,3491440.25,2370338.37,351191.28,4480982.4,151677.07,134036.57,18.0,12.0,12.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-21,21,acute_inpatient,commercial,inpatient,909.24,179.62,254.56,0.6974,1.2025,5.39,0.1767,61.58,47.52,37.38,507.49,513.2,396.04,9237052.99,5213630.3,4023422.69,2910763.58,433513.21,5003281.6,188498.48,124581.94,21.0,15.0,9.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-24,24,acute_inpatient,commercial,inpatient,1028.09,203.1,242.94,0.6656,1.2025,4.452,0.1719,69.63,53.74,41.81,566.89,580.28,447.81,10444460.85,5895122.36,4549338.49,3735019.39,494306.99,5623595.67,193148.84,140494.77,24.0,16.0,6.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-04,2023-04-27,27,acute_inpatient,commercial,inpatient,1145.75,226.34,251.0,0.6877,1.2025,5.314,0.1577,77.6,59.89,45.67,638.42,646.69,499.06,11639822.21,6569815.06,5070007.15,4023959.57,578192.63,6532819.35,229079.89,163197.59,27.0,19.0,3.0,5986808.463370738,,5676070.499722019,5676070.499722019,5676070.499722019,0.4534,0.0475,0.5451,0.6164,0.1466,4,2,1.0,0.0,5814934.62
FAC-001,2023-05,2023-05-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,252.32,0.6913,1.2025,4.929,0.1477,21.75,16.78,12.1,174.0,181.23,139.86,3302896.28,1864239.62,1438656.66,224930.84,158490.77,1695713.88,74884.49,55726.22,7.0,5.0,24.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,261.66,0.7169,1.2025,5.164,0.16,30.19,23.3,18.05,267.52,251.62,194.18,4585690.49,2588281.67,1997408.83,737096.72,225763.18,2699483.55,80922.63,63024.84,10.0,8.0,21.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,236.3,0.6474,1.2025,5.167,0.178,35.71,27.56,20.48,308.44,297.57,229.64,5423148.36,3060964.43,2362183.93,1071196.4,241272.93,2906198.7,102816.51,87957.51,12.0,10.0,19.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,253.62,0.6949,1.2025,4.24,0.162,43.85,33.84,26.2,330.7,365.38,281.97,6658995.13,3758508.14,2900487.0,1653971.71,306454.54,3708553.1,143340.55,104360.76,15.0,11.0,16.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,260.46,0.7136,1.2025,4.755,0.1681,51.85,40.02,30.67,426.73,432.11,333.46,7875088.51,4444902.52,3430185.99,2283670.61,359238.99,4072654.39,168744.56,120980.79,18.0,14.0,13.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,231.53,0.6343,1.2025,4.55,0.1894,59.75,46.11,39.79,475.39,497.95,384.27,9074997.0,5122161.74,3952835.27,2775673.62,441534.38,4841443.32,174028.71,154673.92,21.0,15.0,10.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,253.52,0.6946,1.2025,5.329,0.1572,67.56,52.14,41.3,604.96,563.04,434.5,10261221.95,5791697.61,4469524.34,3210597.41,480186.79,5529602.02,201326.74,136781.25,24.0,18.0,7.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-05,2023-05-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,246.67,0.6758,1.2025,5.13,0.1918,75.3,58.11,44.08,662.43,627.48,484.23,11435611.75,6454553.42,4981058.33,4014435.09,534414.31,6198422.83,242783.91,141847.24,27.0,20.0,4.0,5814934.624164823,,5811913.956832372,5710786.53083272,5710786.53083272,0.4534,0.0475,0.5451,0.6164,0.1466,5,2,0.866025,-0.5,5887881.97
FAC-001,2023-06,2023-06-07,7,acute_inpatient,commercial,inpatient,330.92,65.37,247.17,0.6772,1.2025,5.634,0.1551,22.41,17.3,13.23,173.8,186.78,144.14,3348279.76,1889855.22,1458424.54,257934.5,163831.1,1848548.38,61145.97,51115.15,7.0,5.0,23.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-10,10,acute_inpatient,commercial,inpatient,459.45,90.76,230.39,0.6312,1.2025,4.799,0.1808,31.12,24.01,18.63,243.68,259.32,200.12,4648700.22,2623845.98,2024854.24,800239.04,220070.76,2361227.13,77952.58,73091.98,10.0,7.0,20.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-12,12,acute_inpatient,commercial,inpatient,543.35,107.34,248.35,0.6804,1.2025,5.237,0.1811,36.8,28.4,22.41,317.55,306.68,236.67,5497665.18,3103023.64,2394641.54,1134550.05,272248.01,3038790.74,136150.8,85930.06,12.0,8.0,18.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-15,15,acute_inpatient,commercial,inpatient,667.18,131.8,246.41,0.6751,1.2025,4.83,0.1759,45.19,34.87,26.36,384.41,376.57,290.6,6750493.12,3810151.95,2940341.17,1723241.98,313893.55,3609337.7,145686.47,116429.55,15.0,11.0,15.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-18,18,acute_inpatient,commercial,inpatient,789.02,155.87,248.09,0.6797,1.2025,4.61,0.1842,53.44,41.24,31.17,411.59,445.34,343.68,7983296.24,4505977.75,3477318.5,2171803.13,363793.62,4215690.54,122617.75,108209.93,18.0,12.0,12.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-21,21,acute_inpatient,commercial,inpatient,909.24,179.62,254.44,0.6971,1.2025,4.944,0.1725,61.58,47.52,37.65,474.2,513.2,396.04,9199692.08,5192542.85,4007149.24,2909681.94,460240.07,4819200.82,167239.82,145703.1,21.0,15.0,9.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-24,24,acute_inpatient,commercial,inpatient,1028.09,203.1,241.94,0.6629,1.2025,4.882,0.1717,69.63,53.74,43.44,500.97,580.28,447.81,10402216.37,5871278.48,4530937.88,3504600.27,489252.01,5394714.18,175517.06,166733.21,24.0,17.0,6.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-06,2023-06-27,27,acute_inpatient,commercial,inpatient,1145.75,226.34,241.21,0.6609,1.2025,4.502,0.1773,77.6,59.89,45.96,647.45,646.69,499.06,11592742.88,6543242.27,5049500.61,3917716.82,525623.71,6688843.9,238406.77,187234.11,27.0,19.0,3.0,5887881.9733562255,,5896541.686963928,5746205.619337421,5746205.619337421,0.4534,0.0475,0.5451,0.6164,0.1466,6,2,0.5,-0.866025,5791415.09
FAC-001,2023-07,2023-07-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,232.77,0.6377,1.2025,4.271,0.1831,21.75,16.78,13.61,167.59,181.23,139.86,2975208.07,1679283.96,1295924.11,207062.97,143390.91,1632116.6,,48229.65,7.0,5.0,24.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,242.91,0.6655,1.2025,4.872,0.1728,30.19,23.3,17.56,232.74,251.62,194.18,4130733.21,2331492.07,1799241.14,647755.9,197323.33,2335604.86,97465.43,65160.03,10.0,6.0,21.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-12,12,acute_inpatient,commercial,inpatient,527.21,104.15,252.91,0.6929,1.2025,5.358,0.1856,35.71,27.56,21.76,300.69,297.57,229.64,4885104.89,2757278.85,2127826.03,1077626.42,252936.15,2784001.67,88705.2,79541.86,12.0,8.0,19.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-15,15,acute_inpatient,commercial,inpatient,647.35,127.88,262.19,0.7183,1.2025,4.435,0.1906,43.85,33.84,27.65,360.59,365.38,281.97,5998340.35,3385617.59,2612722.77,1547479.97,289984.67,3036557.04,120969.98,84970.76,15.0,10.0,16.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-18,18,acute_inpatient,commercial,inpatient,765.57,151.24,239.84,0.6571,1.2025,5.08,0.1721,51.85,40.02,30.5,458.91,432.11,333.46,7093782.21,4003913.15,3089869.06,2112172.15,337400.39,3898362.91,126361.95,110630.99,18.0,12.0,13.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-21,21,acute_inpatient,commercial,inpatient,882.22,174.28,248.46,0.6807,1.2025,4.53,0.1649,59.75,46.11,33.08,497.62,497.95,384.27,8174644.92,4613979.86,3560665.06,2615997.61,388797.48,4500544.81,164215.74,120131.55,21.0,15.0,10.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-24,24,acute_inpatient,commercial,inpatient,997.54,197.06,249.89,0.6846,1.2025,5.544,0.1639,67.56,52.14,37.74,558.1,563.04,434.5,9243181.66,5217089.49,4026092.18,3106517.95,400116.11,5013957.74,203270.53,153333.62,24.0,16.0,7.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-07,2023-07-27,27,acute_inpatient,commercial,inpatient,1111.71,219.62,251.22,0.6883,1.2025,4.897,0.1706,75.3,58.11,43.18,619.17,627.48,484.23,10301057.45,5814181.79,4486875.66,3638528.98,521169.64,5862429.69,203296.96,135290.91,27.0,19.0,4.0,5791415.0862365095,,5831410.5612525195,5753740.530487269,5753740.530487269,0.4534,0.0475,0.5451,0.6164,0.1466,7,3,0.0,-1.0,5303731.17
FAC-001,2023-08,2023-08-07,7,acute_inpatient,commercial,inpatient,321.09,63.43,241.06,0.6604,1.2025,5.182,0.1677,21.75,16.78,13.77,166.34,181.23,139.86,2906965.14,1640765.9,1266199.24,200382.99,,1604399.68,55802.15,44668.88,7.0,5.0,24.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
FAC-001,2023-08,2023-08-10,10,acute_inpatient,commercial,inpatient,445.79,88.07,229.58,0.629,1.2025,5.634,0.1768,30.19,23.3,19.22,231.36,251.62,194.18,4035985.77,2278014.18,1757971.59,627733.84,173987.81,2202676.42,80969.28,59827.77,10.0,8.0,21.0,5303731.169493018,,5661009.40969525,5736461.683263811,5689453.478916662,0.4534,0.0475,0.5451,0.6164,0.1466,8,3,-0.5,-0.866025,5182078.45
